trip_id,stop_sequence,stop_id,arrival_time,departure_time
6170497-L2_R_98__22:10-JANV2025-L2-Semaine-09,0,2602,,1757448600
6170497-L2_R_98__22:10-JANV2025-L2-Semaine-09,1,2603,1757448720,1757448720
6170497-L2_R_98__22:10-JANV2025-L2-Semaine-09,2,2605,1757448780,1757448780
6170497-L2_R_98__22:10-JANV2025-L2-Semaine-09,3,2607,1757448900,1757448900
6170497-L2_R_98__22:10-JANV2025-L2-Semaine-09,4,2609,1757449020,1757449020
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,0,2712,,1757448600
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,1,746,1757448780,1757448780
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,2,617,1757448825,1757448825
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,3,473,1757448858,1757448858
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,4,254,1757448878,1757448878
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,5,284,1757448907,1757448907
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,6,255,1757448960,1757448960
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,7,40,1757449074,1757449074
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,8,895,1757449164,1757449164
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,9,1571,1757449260,1757449260
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,10,779,1757449333,1757449333
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,11,485,1757449377,1757449377
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,12,991,1757449452,1757449452
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,13,1378,1757449500,1757449500
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,14,836,1757449524,1757449524
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,15,23,1757449583,1757449583
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,16,2743,1757449632,1757449632
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,17,2742,1757449706,1757449706
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,18,806,1757449762,1757449762
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,19,562,1757449792,1757449792
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,20,539,1757449829,1757449829
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,21,487,1757449860,1757449860
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,22,2652,1757449901,1757449901
6327158-17_A_50_1706_22:10-SETP2025-17-L-Ma-J-V-35,23,2816,1757450040,
6170770-L3_R_97__21:27-JANV2025-L3-Semaine-09,16,2635,1757447685,1757447713
6170770-L3_R_97__21:27-JANV2025-L3-Semaine-09,17,2801,1757447883,1757447883
6170770-L3_R_97__21:27-JANV2025-L3-Semaine-09,18,2799,1757447943,1757447943
6170770-L3_R_97__21:27-JANV2025-L3-Semaine-09,19,2797,1757448063,1757448063
6170770-L3_R_97__21:27-JANV2025-L3-Semaine-09,20,2795,1757448183,1757448183
6170770-L3_R_97__21:27-JANV2025-L3-Semaine-09,21,2793,1757448303,1757448303
6170770-L3_R_97__21:27-JANV2025-L3-Semaine-09,22,2790,1757448446,
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,0,3146,,1757451600
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,1,3239,1757451626,1757451626
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,2,3058,1757451648,1757451648
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,3,3026,1757451774,1757451774
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,4,3078,1757451815,1757451815
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,5,3023,1757451844,1757451844
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,6,3077,1757451883,1757451883
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,7,4085,1757452020,1757452020
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,8,4273,1757452200,1757452200
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,9,4269,,1757452245
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,10,4271,1757452293,1757452293
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,11,4274,1757452353,1757452353
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,12,4236,,1757452427
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,13,4030,1757452558,1757452558
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,14,4323,1757452573,1757452573
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,15,4010,1757452642,1757452642
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,16,4083,1757452687,1757452687
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,17,4149,1757452740,1757452740
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,18,4137,1757452816,1757452816
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,19,4060,1757452878,1757452878
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,20,4108,1757452943,1757452943
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,21,4100,1757452980,1757452980
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,22,4101,1757453039,1757453039
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,23,4158,,1757453095
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,24,4106,1757453152,1757453152
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,25,5138,1757453197,1757453197
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,26,5136,1757453234,1757453234
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,27,5072,1757453295,1757453295
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,28,5221,1757453360,1757453360
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,29,5220,1757453400,1757453400
6368774-09_A_50_0904_23:00-PROJET2025-09-Semaine-35,30,2971,1757453700,
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,0,198,1757447689,1757447689
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,1,810,1757447719,1757447719
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,2,1080,1757447749,1757447749
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,3,818,1757447785,1757447785
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,4,197,1757447820,1757447820
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,5,35,,1757447869
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,6,416,1757447920,1757447920
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,7,375,1757447950,1757447950
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,8,1525,1757448026,1757448026
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,9,346,1757448069,1757448069
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,10,2831,1757448120,
6452552-T1_A_12_VT103_21:45-SETP2025-L1-Semaine-04,6,2520,1757447661,1757447695
