trip_id,route_id,direction_id
6428119-98_A_50_9805_13:36-SETP2025-98-Semaine-08,98,0
5909230-NVN3_A_90_NVN301_14:00-PROJET2025-NVence3-Semaine-12,NVN3,
6368888-09_R_98_0902_14:10-PROJET2025-09-Semaine-35,09,1
6429240-15_R_99_1508_16:04-SETP2025-15-Semaine-11,15,1
6355839-18_A_50_1802_15:43-SETP2025-18-Semaine-39,18,0
6018958-55_R_98_5502_13:11-PROJET2025-55-Semaine-08,55,1
6261664-73_R_95_7302_16:05-PROJET2025-73-Semaine-16,73,1
6420124-85_R_94_8501_14:35-PROJET2025-85-Semaine-06-1101100,85,1
6446521-05_A_99_0501_14:43-SETP2025-05-L-Ma-J-V-38,05,0
6413111-38_A_50_3805_14:24-SETP2025-38-Semaine-41,38,0
5838886-22_R_95_2204_15:10-PROJET2025-22-Semaine-20,22,1
6355792-18_R_99_1807_13:59-SETP2025-18-Semaine-39,18,
6446567-05_A_99_0503_15:36-SETP2025-05-L-Ma-J-V-38,05,0
6402549-32_R_97_3202_15:32-SETP2025-32-Semaine-34,32,1
6410635-64_R_99_6401_14:30-SETP2025-64-Semaine-37,64,1
6077773-58_R_99_5802_15:02-PROJET2025-58-Semaine-06,58,1
6253092-14_A_50_1403_14:34-SETP2025-14-L-Ma-J-V-38,14,0
6446551-05_A_98_0509_15:09-SETP2025-05-L-Ma-J-V-38,05,0
4542754-44_R_99_4401_15:48-RESEAU2023-44-Semaine-89,44,1
6422645-99_A_50_9902_15:18-SETP2025-99-Semaine-11,99,0
6446527-05_A_98_0506_14:35-SETP2025-05-L-Ma-J-V-38,05,0
6170462-L2_R_98__13:57-JANV2025-L2-Semaine-09,L2,1
6429257-15_R_99_1501_15:04-SETP2025-15-Semaine-11,15,1
5340999-72_R_98_7201_15:00-PROJET2024-72-Semaine-74,72,1
6412275-71_R_99_7101_13:16-PROJET2025-71-Semaine-80,71,1
4542693-44_A_50_4401_14:10-RESEAU2023-44-Semaine-89,44,
6452742-T1_A_12_VT115_13:34-SETP2025-L1-Semaine-04,L1,0
6005551-B_R_99_VTB02_14:26-JANV2025-B-Semaine-03,B,1
4759132-47_A_50_4702_13:29-PROJET2023-47-Semaine-10,47,0
4759156-47_R_99_4701_17:20-PROJET2023-47-Semaine-10,47,1
6368892-09_R_98_0908_15:40-PROJET2025-09-Semaine-35,09,1
6261680-73_A_1_7301_14:26-PROJET2025-73-Semaine-16,73,0
6416491-33_R_99_3303_15:58-SETP2025-33-L-Ma-J-V-36,33,1
6365961-20_A_50_2006_15:07-SETP2025-20-Semaine-42,20,0
6409637-57_R_99_5705_15:53-SETP2025-57-Semaine-06,57,1
6355840-18_A_50_1803_16:02-SETP2025-18-Semaine-39,18,0
6409590-57_A_50_5706_14:15-SETP2025-57-Semaine-06,57,
6416315-51_R_98_5105_14:51-PROJET2025-51-Semaine-10,51,1
6410626-64_A_50_6401_13:45-SETP2025-64-Semaine-37,64,
6452669-T1_R_57_VT107_13:46-SETP2025-L1-Semaine-04,L1,1
6252491-11_A_49_1106_14:34-SETP2025-11-Semaine-37,11,0
6355791-18_R_99_1801_13:42-SETP2025-18-Semaine-39,18,
6252444-11_R_97_1107_14:25-SETP2025-11-Semaine-37,11,1
6403275-36_A_49_3603_14:38-SETP2025-36-Semaine-33,36,0
6005367-B_A_50_VTB02_14:10-JANV2025-B-Semaine-03,B,0
6429282-15_A_50_1503_15:06-SETP2025-15-Semaine-11,15,0
6414785-34_R_24_3401_14:25-PROJET2025-34-L-Ma-J-V-20,34,1
6412108-37_R_99_3702_14:52-SETP2025-37-Semaine-37,37,1
6472710-50_R_99_5002_15:45-PROJET2025-50-Semaine-08,50,1
6452926-T1_R_57_VT109_13:54-SETP2025-L1-Semaine-04,L1,1
4350598-40_A_50_4001_15:53-RESEAU2023-40-Semaine-04,40,0
6428321-60_R_99_6001_14:40-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,1
6452871-T1_A_12_VT104_14:19-SETP2025-L1-Semaine-04,L1,0
6429254-15_A_50_1501_15:54-SETP2025-15-Semaine-11,15,0
6446557-05_A_99_0505_13:54-SETP2025-05-L-Ma-J-V-38,05,
6428439-61_A_50_6104_14:50-PROJET2025-61-Semaine-24,61,0
5097939-69_R_90_6901_18:20-PROJET2023-69-Semaine-15,69,1
6218552-84_R_99_8402_14:31-PROJET2025-84-Semaine-04,84,1
6428444-61_R_99_6103_14:40-PROJET2025-61-Semaine-24,61,1
6369695-30_A_50_3003_13:42-SETP2025-30-Semaine-32,30,
5408570-82_A_50_8201_14:05-PROJET2024-82-Semaine-93,82,
6429213-15_R_99_1505_14:52-SETP2025-15-Semaine-11,15,1
5925330-54_A_47_5401_14:58-PROJET2025-54-Semaine-17,54,0
6414314-07_A_49_0710_15:02-SETP2025-07-L-Ma-J-V-41,07,0
6409593-57_A_50_5713_14:54-SETP2025-57-Semaine-06,57,0
6365969-20_A_50_2007_14:15-SETP2025-20-Semaine-42,20,0
4669810-62_A_48_6203_16:00-RESEAU2023-62-Semaine-17,62,0
6140092-41_R_99_4101_16:41-PROJET2025-41-Semaine-05,41,1
6429230-15_R_99_1503_15:52-SETP2025-15-Semaine-11,15,1
6414316-07_A_49_0706_15:19-SETP2025-07-L-Ma-J-V-41,07,0
6368778-09_A_50_0907_15:32-PROJET2025-09-Semaine-35,09,0
6452701-T1_R_57_VT116_14:22-SETP2025-L1-Semaine-04,L1,1
5925314-54_R_98_5401_15:42-PROJET2025-54-Semaine-17,54,1
6402563-32_R_97_3202_14:01-SETP2025-32-Semaine-34,32,
6412127-37_A_50_3701_13:48-SETP2025-37-Semaine-37,37,
6018960-55_A_48_5502_15:15-PROJET2025-55-Semaine-08,55,0
6368851-09_A_50_0908_14:33-PROJET2025-09-Semaine-35,09,0
6420744-81_A_49_8101_15:35-SETP2025-81-Semaine-40,81,0
6452868-T1_A_12_VT117_13:42-SETP2025-L1-Semaine-04,L1,0
6170450-L2_A_49__13:56-JANV2025-L2-Semaine-09,L2,0
6253094-14_R_99_1408_15:42-SETP2025-14-L-Ma-J-V-38,14,1
6428099-98_A_50_9806_14:10-SETP2025-98-Semaine-08,98,0
6411446-70_A_50_7001_15:00-SETP2025-70-Semaine-35,70,0
6218562-84_R_95_8401_14:56-PROJET2025-84-Semaine-04,84,1
4542696-44_A_50_4401_14:55-RESEAU2023-44-Semaine-89,44,0
6428103-98_A_50_9805_15:18-SETP2025-98-Semaine-08,98,0
6452807-T1_A_12_VT116_13:38-SETP2025-L1-Semaine-04,L1,0
4523352-88_R_99_8801_15:00-RESEAU2023-88-Semaine-83-1101100,88,1
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,54,
6368849-09_A_50_0906_13:33-PROJET2025-09-Semaine-35,09,
6413117-38_A_50_3803_14:47-SETP2025-38-Semaine-41,38,0
6409621-57_R_99_5714_15:10-SETP2025-57-Semaine-06,57,1
4759140-47_A_50_4702_15:18-PROJET2023-47-Semaine-10,47,0
6368779-09_A_50_0905_16:02-PROJET2025-09-Semaine-35,09,0
6253044-14_R_99_1407_15:31-SETP2025-14-L-Ma-J-V-38,14,1
6420009-35_R_99_3504_16:24-SETP2025-35-Semaine-35,35,1
6005388-B_A_50_VTB01_14:30-JANV2025-B-Semaine-03,B,0
6452928-T1_R_57_VT114_14:14-SETP2025-L1-Semaine-04,L1,1
6170728-L3_A_48__14:07-JANV2025-L3-Semaine-09,L3,0
6252979-14_A_50_1408_15:07-SETP2025-14-L-Ma-J-V-38,14,0
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,30,0
6327219-17_R_99_1704_14:41-SETP2025-17-L-Ma-J-V-35,17,1
6218553-84_R_99_8402_16:01-PROJET2025-84-Semaine-04,84,1
6452673-T1_R_57_VT105_13:38-SETP2025-L1-Semaine-04,L1,1
6424138-16_R_97_1604_14:16-SETP2025-16-Semaine-35,16,
6402536-32_A_48_3202_14:19-SETP2025-32-Semaine-34,32,0
6327218-17_R_99_1707_14:02-SETP2025-17-L-Ma-J-V-35,17,
6355797-18_R_99_1801_15:28-SETP2025-18-Semaine-39,18,1
6403276-36_A_49_3604_16:12-SETP2025-36-Semaine-33,36,0
6327136-17_A_50_1703_14:56-SETP2025-17-L-Ma-J-V-35,17,0
6446518-05_R_49_0507_14:21-SETP2025-05-L-Ma-J-V-38,05,1
6170684-L3_R_97__14:01-JANV2025-L3-Semaine-09,L3,1
5759390-NVN2_A_50_NVN201_14:20-PROJET2024-NVence2-Semaine-12,NVN2,0
5097935-69_A_40_6901_15:25-PROJET2023-69-Semaine-15,69,0
4523346-88_A_49_8801_15:40-RESEAU2023-88-Semaine-83-1101100,88,
4350592-40_R_99_4001_14:40-RESEAU2023-40-Semaine-04,40,1
6403262-36_R_99_3604_15:40-SETP2025-36-Semaine-33,36,1
6369702-30_A_50_3002_15:30-SETP2025-30-Semaine-32,30,0
6446565-05_A_98_0506_15:45-SETP2025-05-L-Ma-J-V-38,05,0
6140115-41_A_5_4102_16:42-PROJET2025-41-Semaine-05,41,0
6428320-60_A_50_6001_14:10-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,
5203710-68_R_99_6803_14:20-PROJET2024-68-Semaine-15,68,1
6420123-85_A_47_8501_14:55-PROJET2025-85-Semaine-06-1101100,85,0
6327217-17_R_99_1703_14:15-SETP2025-17-L-Ma-J-V-35,17,
6416032-21_R_99_2103_13:34-SETP2025-21-Semaine-40,21,
6170403-L2_A_49__14:11-JANV2025-L2-Semaine-09,L2,0
6105152-76_R_97_7602_17:30-PROJET2025-76-Semaine-89,76,1
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,55,1
6403282-36_A_49_3603_15:40-SETP2025-36-Semaine-33,36,0
6140113-41_A_5_4102_14:25-PROJET2025-41-Semaine-05,41,0
6472707-50_A_50_5002_14:00-PROJET2025-50-Semaine-08,50,
6403292-36_R_99_3603_14:07-SETP2025-36-Semaine-33,36,
6355798-18_R_99_1807_15:43-SETP2025-18-Semaine-39,18,1
6420011-35_A_50_3503_16:23-SETP2025-35-Semaine-35,35,0
4603456-83_A_46_8302_15:40-RESEAU2023-83-Semaine-03,83,0
6410638-64_R_99_6402_15:01-SETP2025-64-Semaine-37,64,1
6170690-L3_A_48__13:52-JANV2025-L3-Semaine-09,L3,0
6261682-73_A_1_7302_15:15-PROJET2025-73-Semaine-16,73,0
6412130-37_A_50_3702_15:27-SETP2025-37-Semaine-37,37,0
5422172-75_A_49_7501_18:32-PROJET2024-75-Semaine-86-1101100,75,0
5925332-54_A_47_5402_17:06-PROJET2025-54-Semaine-17,54,0
6472689-50_A_50_5003_15:59-PROJET2025-50-Semaine-08,50,0
4603450-83_R_2_8302_13:50-RESEAU2023-83-Semaine-03,83,1
6429328-15_A_50_1507_14:30-SETP2025-15-Semaine-11,15,
6409617-57_R_99_5710_14:10-SETP2025-57-Semaine-06,57,
6446522-05_R_49_0506_14:05-SETP2025-05-L-Ma-J-V-38,05,
6428291-60_R_99_6002_14:00-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,
6416069-21_R_99_2103_15:26-SETP2025-21-Semaine-40,21,1
6327195-17_R_99_1707_15:20-SETP2025-17-L-Ma-J-V-35,17,1
6420125-85_A_47_8501_14:15-PROJET2025-85-Semaine-06-1101100,85,
6102500-63_A_48_6304_14:30-PROJET2025-63-Semaine-72-1101100,63,0
6428350-60_A_50_6003_15:50-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
6428102-98_A_50_9806_15:01-SETP2025-98-Semaine-08,98,0
6355837-18_A_50_1804_15:07-SETP2025-18-Semaine-39,18,0
6416438-33_A_50_3305_14:42-SETP2025-33-L-Ma-J-V-36,33,0
6414291-07_R_97_0711_14:52-SETP2025-07-L-Ma-J-V-41,07,1
6365958-20_A_50_2001_14:41-SETP2025-20-Semaine-42,20,0
5408575-82_R_99_8201_17:20-PROJET2024-82-Semaine-93,82,1
6355834-18_A_50_1803_14:16-SETP2025-18-Semaine-39,18,0
6414787-34_R_22_3401_15:22-PROJET2025-34-L-Ma-J-V-20,34,1
6446525-05_A_98_0504_14:19-SETP2025-05-L-Ma-J-V-38,05,
6414286-07_R_97_0707_14:11-SETP2025-07-L-Ma-J-V-41,07,
6261676-73_A_1_7301_16:05-PROJET2025-73-Semaine-16,73,0
6170367-L2_A_49__14:19-JANV2025-L2-Semaine-09,L2,0
6452744-T1_A_12_VT121_13:58-SETP2025-L1-Semaine-04,L1,0
6429326-15_R_99_1507_15:16-SETP2025-15-Semaine-11,15,1
6409620-57_R_99_5708_14:55-SETP2025-57-Semaine-06,57,1
6420742-81_A_49_8102_14:50-SETP2025-81-Semaine-40,81,0
4523347-88_A_49_8801_17:40-RESEAU2023-88-Semaine-83-1101100,88,0
6429247-15_A_50_1505_14:06-SETP2025-15-Semaine-11,15,
5673239-NVN1_R_98_NVN101_13:45-PROJET2024-NVence1-Semaine-15,NVN1,
6420778-81_R_98_8103_15:38-SETP2025-81-Semaine-40,81,1
6257315-59_A_45_5905_16:02-PROJET2025-59-Semaine-26,59,0
6252486-11_A_50_1101_14:00-SETP2025-11-Semaine-37,11,
6077772-58_A_50_5802_14:20-PROJET2025-58-Semaine-06,58,0
6402540-32_A_48_3201_14:04-SETP2025-32-Semaine-34,32,
6140098-41_R_98_4101_15:27-PROJET2025-41-Semaine-05,41,1
6170610-L3_A_48__13:37-JANV2025-L3-Semaine-09,L3,0
6409613-57_R_99_5706_13:10-SETP2025-57-Semaine-06,57,
6368887-09_R_98_0901_13:40-PROJET2025-09-Semaine-35,09,
5925323-54_A_50_5401_16:34-PROJET2025-54-Semaine-17,54,0
6416437-33_A_50_3302_14:06-SETP2025-33-L-Ma-J-V-36,33,
6446560-05_R_49_0507_15:32-SETP2025-05-L-Ma-J-V-38,05,1
4542699-44_A_50_4401_15:40-RESEAU2023-44-Semaine-89,44,0
6452656-T1_R_57_VT115_14:18-SETP2025-L1-Semaine-04,L1,1
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,11,0
6428292-60_A_50_6002_14:30-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
6355832-18_A_50_1805_13:42-SETP2025-18-Semaine-39,18,
4603453-83_A_47_8301_15:00-RESEAU2023-83-Semaine-03,83,0
6368823-09_A_49_0906_15:30-PROJET2025-09-Semaine-35,09,0
6368777-09_A_50_0904_15:02-PROJET2025-09-Semaine-35,09,0
6446549-05_A_98_0507_14:51-SETP2025-05-L-Ma-J-V-38,05,0
6412109-37_R_99_3701_15:25-SETP2025-37-Semaine-37,37,1
5340971-72_A_50_7201_15:50-PROJET2024-72-Semaine-74,72,0
6105168-76_A_48_7602_14:50-PROJET2025-76-Semaine-89,76,0
6414261-07_A_49_0705_14:14-SETP2025-07-L-Ma-J-V-41,07,0
6077776-58_A_49_5802_17:06-PROJET2025-58-Semaine-06,58,0
6412131-37_A_50_3701_16:00-SETP2025-37-Semaine-37,37,0
6253022-14_A_50_1406_16:02-SETP2025-14-L-Ma-J-V-38,14,0
6462558-31_R_97_3102_15:52-PROJET2025-31-Semaine-08,31,1
6411418-70_R_99_7001_14:30-SETP2025-70-Semaine-35,70,1
6429285-15_A_50_1506_14:54-SETP2025-15-Semaine-11,15,0
6420774-81_R_98_8102_14:05-SETP2025-81-Semaine-40,81,1
6170422-L2_A_49__14:04-JANV2025-L2-Semaine-09,L2,0
6416359-51_R_98_5101_14:34-PROJET2025-51-Semaine-10,51,1
6368814-09_A_49_0905_14:02-PROJET2025-09-Semaine-35,09,0
6416477-33_R_99_3301_15:41-SETP2025-33-L-Ma-J-V-36,33,1
6218522-84_A_50_8403_14:55-PROJET2025-84-Semaine-04,84,0
4603457-83_R_1_8301_15:35-RESEAU2023-83-Semaine-03,83,1
6424140-16_R_97_1602_14:43-SETP2025-16-Semaine-35,16,1
6355795-18_R_99_1802_14:52-SETP2025-18-Semaine-39,18,1
6410633-64_R_99_6403_14:00-SETP2025-64-Semaine-37,64,
6261660-73_R_95_7301_13:43-PROJET2025-73-Semaine-16,73,
4350595-40_R_99_4001_16:10-RESEAU2023-40-Semaine-04,40,1
6368806-09_R_99_0906_16:25-PROJET2025-09-Semaine-35,09,1
5925336-54_A_50_5402_18:50-PROJET2025-54-Semaine-17,54,0
4759139-47_A_50_4701_14:23-PROJET2023-47-Semaine-10,47,0
6102503-63_A_48_6301_15:35-PROJET2025-63-Semaine-72-1101100,63,0
6366087-20_R_99_2006_15:48-SETP2025-20-Semaine-42,20,1
6409588-57_A_50_5708_13:45-SETP2025-57-Semaine-06,57,
6412107-37_R_99_3701_14:19-SETP2025-37-Semaine-37,37,
6416441-33_A_50_3304_15:52-SETP2025-33-L-Ma-J-V-36,33,0
6416470-33_R_99_3304_13:36-SETP2025-33-L-Ma-J-V-36,33,
5925324-54_A_50_5403_17:43-PROJET2025-54-Semaine-17,54,0
6414288-07_R_97_0710_14:27-SETP2025-07-L-Ma-J-V-41,07,1
4542749-44_R_99_4401_14:18-RESEAU2023-44-Semaine-89,44,1
6416036-21_R_99_2104_15:54-SETP2025-21-Semaine-40,21,1
6253061-14_A_50_1404_15:18-SETP2025-14-L-Ma-J-V-38,14,0
6005379-B_A_50_VTB04_14:40-JANV2025-B-Semaine-03,B,0
6170430-L2_R_98__14:19-JANV2025-L2-Semaine-09,L2,1
5097932-69_A_45_6901_17:40-PROJET2023-69-Semaine-15,69,0
4669801-62_A_48_6203_14:20-RESEAU2023-62-Semaine-17,62,
6355794-18_R_99_1805_14:34-SETP2025-18-Semaine-39,18,1
6402542-32_A_48_3201_15:34-SETP2025-32-Semaine-34,32,0
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,33,0
6355796-18_R_99_1803_15:10-SETP2025-18-Semaine-39,18,1
6452658-T1_R_57_VT110_13:58-SETP2025-L1-Semaine-04,L1,1
6170602-L3_R_97__14:16-JANV2025-L3-Semaine-09,L3,1
6420010-35_A_50_3501_15:50-SETP2025-35-Semaine-35,35,0
6369769-42_A_6_4203_15:45-PROJET2025-42-Semaine-83,42,0
6428347-60_R_99_6003_14:20-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,1
6428443-61_A_50_6103_13:50-PROJET2025-61-Semaine-24,61,
6102464-63_R_98_6304_15:20-PROJET2025-63-Semaine-72-1101100,63,1
6252990-14_A_50_1402_14:12-SETP2025-14-L-Ma-J-V-38,14,
4350593-40_R_99_4001_15:10-RESEAU2023-40-Semaine-04,40,1
6365957-20_A_50_2001_15:59-SETP2025-20-Semaine-42,20,0
5909231-NVN3_A_90_NVN301_14:35-PROJET2025-NVence3-Semaine-12,NVN3,0
6140122-41_A_6_4101_13:47-PROJET2025-41-Semaine-05,41,
6409592-57_A_50_5705_14:42-SETP2025-57-Semaine-06,57,0
6403289-36_A_49_3604_14:07-SETP2025-36-Semaine-33,36,
6409686-57_A_50_5712_15:42-SETP2025-57-Semaine-06,57,0
6452927-T1_R_57_VT112_14:06-SETP2025-L1-Semaine-04,L1,1
6102498-63_A_48_6301_13:50-PROJET2025-63-Semaine-72-1101100,63,
6253093-14_R_99_1406_14:01-SETP2025-14-L-Ma-J-V-38,14,
6428293-60_R_99_6002_15:00-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,1
6412276-71_R_99_7101_13:56-PROJET2025-71-Semaine-80,71,1
5408574-82_R_99_8201_15:05-PROJET2024-82-Semaine-93,82,1
6416358-51_A_49_5101_15:11-PROJET2025-51-Semaine-10,51,0
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,61,1
6327216-17_R_99_1702_13:49-SETP2025-17-L-Ma-J-V-35,17,
6140114-41_A_5_4101_16:06-PROJET2025-41-Semaine-05,41,0
4603459-83_R_1_8301_16:45-RESEAU2023-83-Semaine-03,83,1
4542751-44_R_99_4401_15:33-RESEAU2023-44-Semaine-89,44,1
6252489-11_A_49_1108_14:10-SETP2025-11-Semaine-37,11,
6428449-61_A_50_6101_15:10-PROJET2025-61-Semaine-24,61,0
6462530-31_R_97_3101_14:37-PROJET2025-31-Semaine-08,31,1
6422644-99_A_50_9901_15:02-SETP2025-99-Semaine-11,99,0
5925322-54_A_50_5402_15:29-PROJET2025-54-Semaine-17,54,0
6446503-05_R_50_0503_14:00-SETP2025-05-L-Ma-J-V-38,05,
6327190-17_R_99_1701_13:36-SETP2025-17-L-Ma-J-V-35,17,
5422169-75_A_49_7501_14:35-PROJET2024-75-Semaine-86-1101100,75,0
6429259-15_A_50_1504_13:54-SETP2025-15-Semaine-11,15,
6420743-81_A_49_8103_15:10-SETP2025-81-Semaine-40,81,0
6105156-76_R_98_7602_15:48-PROJET2025-76-Semaine-89,76,1
6414768-34_A_26_3401_13:57-PROJET2025-34-L-Ma-J-V-20,34,
5925331-54_A_47_5403_16:05-PROJET2025-54-Semaine-17,54,0
6446563-05_A_99_0501_15:54-SETP2025-05-L-Ma-J-V-38,05,0
6102497-63_A_48_6302_13:30-PROJET2025-63-Semaine-72-1101100,63,
6409616-57_R_99_5709_13:55-SETP2025-57-Semaine-06,57,
5203703-68_A_50_6802_14:00-PROJET2024-68-Semaine-15,68,
6428324-60_R_99_6002_16:00-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,1
6140121-41_A_6_4101_14:54-PROJET2025-41-Semaine-05,41,0
6252492-11_A_50_1102_14:48-SETP2025-11-Semaine-37,11,0
6368789-09_R_99_0902_15:55-PROJET2025-09-Semaine-35,09,1
4542750-44_R_99_4401_13:38-RESEAU2023-44-Semaine-89,44,
5838911-22_R_95_2204_17:17-PROJET2025-22-Semaine-20,22,1
6420007-35_R_99_3502_15:51-SETP2025-35-Semaine-35,35,1
6410647-64_R_99_6401_16:03-SETP2025-64-Semaine-37,64,1
6368829-09_A_49_0902_15:00-PROJET2025-09-Semaine-35,09,0
5408583-82_R_99_8202_16:40-PROJET2024-82-Semaine-93,82,1
6402537-32_A_48_3202_15:19-SETP2025-32-Semaine-34,32,0
6420112-85_A_48_8501_17:10-PROJET2025-85-Semaine-06-1101100,85,0
6327143-17_A_50_1707_16:01-SETP2025-17-L-Ma-J-V-35,17,0
6472688-50_R_99_5003_15:22-PROJET2025-50-Semaine-08,50,1
6257284-59_R_98_5904_15:44-PROJET2025-59-Semaine-26,59,1
6252446-11_R_98_1101_14:49-SETP2025-11-Semaine-37,11,1
6416089-21_R_99_2104_14:02-SETP2025-21-Semaine-40,21,
6462531-31_A_47_3102_14:37-PROJET2025-31-Semaine-08,31,0
6252443-11_R_98_1103_14:13-SETP2025-11-Semaine-37,11,1
6170678-L3_A_48__13:59-JANV2025-L3-Semaine-09,L3,0
6005546-B_R_99_VTB01_14:06-JANV2025-B-Semaine-03,B,1
6414320-07_A_49_0703_15:53-SETP2025-07-L-Ma-J-V-41,07,0
6412272-71_A_50_7101_13:00-PROJET2025-71-Semaine-80,71,0
6413113-38_R_99_3803_14:16-SETP2025-38-Semaine-41,38,
6462532-31_R_97_3102_15:02-PROJET2025-31-Semaine-08,31,1
6218563-84_R_95_8403_15:35-PROJET2025-84-Semaine-04,84,1
6429224-15_A_50_1508_15:18-SETP2025-15-Semaine-11,15,0
6402551-32_R_97_3201_15:17-SETP2025-32-Semaine-34,32,1
5408555-82_A_50_8203_17:05-PROJET2024-82-Semaine-93,82,0
6170411-L2_R_98__13:49-JANV2025-L2-Semaine-09,L2,1
6253043-14_R_99_1407_14:13-SETP2025-14-L-Ma-J-V-38,14,
6416299-51_A_49_5101_14:01-PROJET2025-51-Semaine-10,51,
6170366-L2_A_49__13:49-JANV2025-L2-Semaine-09,L2,0
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,61,1
6253071-14_R_99_1402_14:47-SETP2025-14-L-Ma-J-V-38,14,1
6369758-42_R_95_4203_14:46-PROJET2025-42-Semaine-83,42,1
6366019-20_R_99_2002_14:43-SETP2025-20-Semaine-42,20,1
6428452-61_A_50_6103_15:30-PROJET2025-61-Semaine-24,61,0
6411420-70_R_99_7001_15:30-SETP2025-70-Semaine-35,70,1
6261663-73_R_95_7301_15:10-PROJET2025-73-Semaine-16,73,1
6252441-11_R_98_1106_13:49-SETP2025-11-Semaine-37,11,
5422171-75_A_49_7501_17:17-PROJET2024-75-Semaine-86-1101100,75,0
6369771-42_A_5_4201_14:38-PROJET2025-42-Semaine-83,42,0
6414305-07_R_97_0703_15:16-SETP2025-07-L-Ma-J-V-41,07,1
6327223-17_R_99_1705_14:28-SETP2025-17-L-Ma-J-V-35,17,1
6412286-71_A_50_7102_15:20-PROJET2025-71-Semaine-80,71,0
