trip_id,stop_sequence,stop_id,arrival_time,departure_time
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,0,3119,,1757417880
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,1,3038,1757417980,1757417980
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,2,3007,1757418030,1757418030
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,3,3046,1757418063,1757418063
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,4,3060,1757418078,1757418078
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,5,3008,,1757418120
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,6,3068,1757418200,1757418200
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,7,3093,1757418257,1757418257
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,8,3115,1757418343,1757418343
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,9,3048,1757418360,1757418360
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,10,3230,1757418417,1757418417
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,11,3105,1757418449,1757418449
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,12,3025,1757418600,1757418600
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,13,3185,1757418669,1757418669
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,14,5144,1757418714,1757418714
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,15,5099,1757418762,1757418762
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,16,5074,1757418792,1757418792
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,17,5175,1757418824,1757418824
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,18,5086,1757418856,1757418856
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,19,5170,1757418880,1757418880
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,20,5048,1757418900,1757418900
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,21,5084,1757418941,1757418941
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,22,4117,1757418999,1757418999
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,23,5051,1757419063,1757419063
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,24,4116,1757419126,1757419126
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,25,5101,1757419178,1757419178
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,26,5096,1757419216,1757419216
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,27,5032,1757419237,1757419237
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,28,5089,1757419278,1757419278
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,29,5122,1757419323,1757419323
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,30,5031,1757419360,1757419360
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,31,5141,1757419404,1757419404
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,32,5029,1757419463,1757419463
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,33,5104,1757419484,1757419484
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,34,2995,1757419560,1757419560
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,36,5121,1757419752,1757419752
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,37,5218,1757419800,1757419800
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,38,5220,1757419947,1757419947
5925312-54_R_98_5403_13:38-PROJET2025-54-Semaine-17,39,2971,1757420280,
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,0,2685,,1757422020
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,3,2698,1757422370,1757422370
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,4,1283,1757422384,1757422384
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,5,309,1757422468,1757422468
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,6,1152,,1757422260
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,7,1202,1757422358,1757422358
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,8,1005,1757422421,1757422421
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,9,852,1757422427,1757422427
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,10,812,1757422557,1757422557
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,11,947,1757422582,1757422582
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,12,430,1757422634,1757422634
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,15,114,1757422757,1757422757
6369697-30_A_50_3003_14:47-SETP2025-30-Semaine-32,17,929,1757422851,1757422851
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,0,21735,,1757416416
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,1,21231,1757416387,1757416387
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,2,21235,1757416433,1757416433
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,3,21234,1757416424,1757416424
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,4,2802,1757416452,1757416452
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,5,21205,1757416588,1757416588
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,6,21204,1757416662,1757416662
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,7,21203,1757416667,1757416667
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,8,21222,1757416761,1757416761
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,9,21221,1757416921,1757416921
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,10,21523,1757417073,1757417073
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,11,21255,1757417143,1757417143
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,12,5256,1757417141,1757417141
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,13,21223,1757417218,1757417218
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,14,21655,1757417349,1757417349
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,15,21654,1757417315,1757417315
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,16,21657,1757417380,1757417380
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,17,21659,1757417434,1757417434
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,18,21661,1757417576,1757417576
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,19,21660,1757417536,1757417536
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,20,3119,1757417707,1757417707
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,21,3038,1757417842,1757417842
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,22,3007,1757417901,1757417901
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,23,3046,1757417939,1757417939
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,24,3060,1757417956,1757417956
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,26,3152,1757418097,1757418097
4759146-47_R_99_4701_11:45-PROJET2023-47-Semaine-10,27,21237,1757418123,1757418123
