trip_id,route_id,vehicle_id,latitude,longitude,bearing,stop_id,timestamp_epoch
6102506-63_A_48_6302_16:50-PROJET2025-63-Semaine-72-1101100,63,TCA73948,43.71005630493164,7.256682872772217,270,2980,1757430356
5203733-68_A_50_6806_16:40-PROJET2024-68-Semaine-15,68,PDV97,43.807777404785156,7.1848344802856445,319,21582,1757430356
6365969-20_A_50_2007_14:15-SETP2025-20-Semaine-42,20,RLA327,43.68752670288086,7.181457996368408,196,2962,1757420004
6414301-07_R_97_0708_16:32-SETP2025-07-L-Ma-J-V-41,07,RLA462,43.72885513305664,7.283991813659668,2,655,1757430356
6368781-09_A_50_0902_17:01-PROJET2025-09-Semaine-35,09,TCA107746,43.70282745361328,7.132434844970703,191,3077,1757430356
5341003-72_R_98_7201_16:55-PROJET2024-72-Semaine-74,72,TCA115742,43.7158088684082,7.250576019287109,326,364,1757430356
6416443-33_A_50_3301_16:28-SETP2025-33-L-Ma-J-V-36,33,RLA333,43.704254150390625,7.299466609954834,34,263,1757430356
6252502-11_A_49_1104_16:59-SETP2025-11-Semaine-37,11,RLA370,43.722652435302734,7.260887622833252,179,1258,1757430357
6416009-21_A_50_2103_16:48-SETP2025-21-Semaine-40,21,RLA342,43.666473388671875,7.196131706237793,11,5158,1757430356
6414296-07_R_97_0711_16:23-SETP2025-07-L-Ma-J-V-41,07,RLA434,43.73551940917969,7.303084373474121,72,570,1757430356
6366024-20_A_50_2004_17:03-SETP2025-20-Semaine-42,20,RLA321,43.66923141479492,7.2100510597229,320,2962,1757428240
6368799-09_A_49_0904_17:00-PROJET2025-09-Semaine-35,09,TCA108951,43.6649169921875,7.127365589141846,180,4271,1757430356
6327145-17_A_50_1704_16:57-SETP2025-17-L-Ma-J-V-35,17,RLA163,43.6849479675293,7.227895259857178,319,473,1757430357
6355799-18_R_99_1804_16:13-SETP2025-18-Semaine-39,18,RLA617,43.70834732055664,7.291239261627197,93,480,1757430356
6472668-50_A_50_5001_16:50-PROJET2025-50-Semaine-08,50,TCA115156,43.69001007080078,7.2115044593811035,229,819,1757430356
6416310-51_R_99_5103_16:23-PROJET2025-51-Semaine-10,51,TCA115159,43.68097686767578,7.230631351470947,214,183,1757430356
6414299-07_R_97_0709_17:00-SETP2025-07-L-Ma-J-V-41,07,RLA447,43.704978942871094,7.290750980377197,19,118,1757430356
6414324-07_A_49_0710_16:37-SETP2025-07-L-Ma-J-V-41,07,RLA432,43.71552276611328,7.284323215484619,183,557,1757430356
6369708-30_R_99_3001_16:54-SETP2025-30-Semaine-32,30,RLA135,43.6960334777832,7.292428016662598,142,1019,1757430356
6446593-05_R_50_0505_17:00-SETP2025-05-L-Ma-J-V-38,05,RLA377,43.726009368896484,7.275428295135498,201,199,1757430356
6429214-15_A_50_1502_16:18-SETP2025-15-Semaine-11,15,RLA336,43.691165924072266,7.332971572875977,340,8148,1757430356
6411423-70_R_99_7002_17:00-SETP2025-70-Semaine-35,70,RLA323,43.704689025878906,7.263301849365234,238,1446,1757430356
6446581-05_R_49_0507_16:45-SETP2025-05-L-Ma-J-V-38,05,RLA369,43.701576232910156,7.2709574699401855,246,1434,1757430356
6416517-33_A_47_33S2_16:35-SETP2025-33-L-Ma-J-V-36,33,RLA266,43.70016098022461,7.296140670776367,18,429,1757430356
6412111-37_R_99_3701_16:36-SETP2025-37-Semaine-37,37,RLA20,43.70419692993164,7.288642406463623,111,2827,1757430354
6428458-61_A_50_6104_16:30-PROJET2025-61-Semaine-24,61,TCA73970,43.70792007446289,7.219729423522949,146,1323,1757430356
6429256-15_R_99_1507_16:52-SETP2025-15-Semaine-11,15,RLA329,43.7042121887207,7.331909656524658,79,8070,1757430356
5203732-68_A_50_6805_17:00-PROJET2024-68-Semaine-15,68,PDV20,43.76675033569336,7.200445652008057,129,21506,1757430356
6257331-59_R_98_5903_16:32-PROJET2025-59-Semaine-26,59,PDV107,43.73504638671875,7.184148788452148,175,191,1757430021
6414325-07_A_49_0702_16:47-SETP2025-07-L-Ma-J-V-41,07,RLA452,43.721282958984375,7.283797740936279,186,1302,1757430356
6416444-33_A_50_3303_16:49-SETP2025-33-L-Ma-J-V-36,33,RLA173,43.70115280151367,7.285396099090576,112,98,1757430356
6402552-32_A_48_3202_16:59-SETP2025-32-Semaine-34,32,RLA324,43.67792510986328,7.2207841873168945,299,34,1757430356
6368780-09_A_50_0901_16:31-PROJET2025-09-Semaine-35,09,TCA108671,43.65904235839844,7.1485748291015625,40,4010,1757430356
6402557-32_A_48_3202_17:12-SETP2025-32-Semaine-34,32,RLA340,43.67658996582031,7.22799825668335,21,2831,1757430356
6416010-21_A_50_2104_17:10-SETP2025-21-Semaine-40,21,RLA328,43.66908264160156,7.2101640701293945,275,2963,1757430356
6420017-35_A_50_3502_16:56-SETP2025-35-Semaine-35,35,RLA126,43.7067985534668,7.280465126037598,289,1546,1757430356
6369760-42_R_94_4202_16:10-PROJET2025-42-Semaine-83,42,TCA108192,43.65775680541992,7.147624969482422,196,4151,1757430356
6018943-55_A_48_5502_16:49-PROJET2025-55-Semaine-08,55,TCA73973,43.67191696166992,7.192074298858643,276,5069,1757430356
6252452-11_R_97_1101_16:25-SETP2025-11-Semaine-37,11,RLA373,43.731056213378906,7.270834445953369,42,1538,1757430357
