trip_id,route_id,vehicle_id,latitude,longitude,bearing,stop_id,timestamp_epoch
6416049-21_R_99_2103_22:00-SETP2025-21-Semaine-40,21,RLA342,43.669837951660156,7.1261067390441895,155,4283,1757447993
6366003-20_R_99_2004_21:45-SETP2025-20-Semaine-42,20,RLA321,43.659584045410156,7.1924872398376465,245,5054,1757447993
6368765-09_R_99_0904_22:00-PROJET2025-09-Semaine-35,09,TCA108951,43.669193267822266,7.210159778594971,154,2968,1757447993
6327157-17_A_50_1704_21:40-SETP2025-17-L-Ma-J-V-35,17,RLA163,43.683040618896484,7.2031941413879395,344,2742,1757447993
6472717-50_A_50_5002_20:10-PROJET2025-50-Semaine-08,50,TCA115159,43.72266387939453,7.1865234375,1,2853,1757443120
6414370-07_R_97_0710_22:00-SETP2025-07-L-Ma-J-V-41,07,RLA432,43.6992301940918,7.285252094268799,98,701,1757447993
6409678-57_A_50_5707_22:05-SETP2025-57-Semaine-06,57,RLA608,43.705387115478516,7.289700984954834,295,1150,1757447993
6429306-15_A_50_1502_21:20-SETP2025-15-Semaine-11,15,RLA336,43.6916389465332,7.3328704833984375,347,8148,1757447993
6428493-61_A_50_6104_21:30-PROJET2025-61-Semaine-24,61,TCA73970,43.69398498535156,7.2387590408325195,125,138,1757447993
6368766-09_R_99_0901_21:30-PROJET2025-09-Semaine-35,09,TCA108671,43.712791442871094,7.122309684753418,293,3233,1757447993
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,32,RLA340,43.67587661743164,7.225971698760986,123,346,1757447993
6369765-42_A_5_4202_19:10-PROJET2025-42-Semaine-83,42,TCA108192,43.6854133605957,7.149429798126221,49,4056,1757447993
4669746-62_A_48_6201_19:40-RESEAU2023-62-Semaine-17,62,TCA73927,43.692562103271484,7.24436616897583,338,2828,1757442572
6420131-85_A_47_8501_19:10-PROJET2025-85-Semaine-06-1101100,85,SUM1757,43.73899841308594,7.32058572769165,223,7022,1757438655
6428490-61_A_50_6101_21:50-PROJET2025-61-Semaine-24,61,TCA73968,43.68934631347656,7.212349891662598,39,951,1757447993
6403269-36_A_49_3603_19:00-SETP2025-36-Semaine-33,36,RLA13,43.73240661621094,7.28530216217041,178,2826,1757438885
6368775-09_A_50_0905_22:00-PROJET2025-09-Semaine-35,09,TCA109585,43.722713470458984,7.107245445251465,23,3146,1757447993
6252971-14_R_99_1408_21:00-SETP2025-14-L-Ma-J-V-38,14,RLA436,43.73537063598633,7.306366443634033,59,7129,1757445280
6428371-60_A_50_6003_21:50-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,TCA73932,43.705322265625,7.224891662597656,345,814,1757447993
6428496-61_R_99_6102_22:00-PROJET2025-61-Semaine-24,61,TCA73965,43.6922492980957,7.244492053985596,346,2829,1757447993
6416348-51_A_49_5102_19:10-PROJET2025-51-Semaine-10,51,TCA115157,43.67687225341797,7.228180408477783,196,2832,1757437845
6368771-09_A_50_0907_21:30-PROJET2025-09-Semaine-35,09,TCA108952,43.667198181152344,7.20761775970459,64,2971,1757447993
3541231-39_R_99_3901_21:00-RESEAU2022-39-Mar-Ven-04-0101100,39,TCA73926,43.73127365112305,7.2877397537231445,231,1227,1757445887
4523348-88_A_49_8801_19:30-RESEAU2023-88-Semaine-83-1101100,88,SUM1750,43.74887466430664,7.284584045410156,135,7045,1757447993
6409685-57_A_50_5709_21:40-SETP2025-57-Semaine-06,57,RLA606,43.7047004699707,7.263240337371826,239,1446,1757447993
6327162-17_R_99_1706_21:40-SETP2025-17-L-Ma-J-V-35,17,RLA154,43.68162536621094,7.230840682983398,109,747,1757447993
5838839-22_R_95_2213_21:50-PROJET2025-22-Semaine-20,22,PDV94,43.75321960449219,7.189146041870117,216,2994,1757447993
6428363-60_A_50_6001_21:10-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,TCA73933,43.69282913208008,7.2442121505737305,44,177,1757444237
6369837-49_R_98_4901_18:10-PROJET2025-49-Semaine-08,chouette:Line:07759d26-564a-4043-bd2d-d1e0c98d686c:LOC,TCA109005,43.7291259765625,7.168928623199463,338,3049,1757436814
4669731-62_A_48_6206_22:15-RESEAU2023-62-Semaine-17,62,TCA108188,43.69209671020508,7.244431018829346,160,2828,1757447993
6409667-57_R_99_5712_21:40-SETP2025-57-Semaine-06,57,RLA621,43.703857421875,7.261289596557617,62,457,1757447993
6416337-51_R_99_5102_19:50-PROJET2025-51-Semaine-10,51,TCA115117,43.67611312866211,7.225467681884766,115,346,1757442207
5838838-22_R_95_2210_21:10-PROJET2025-22-Semaine-20,22,PDV110805,43.67668533325195,7.199264049530029,251,2852,1757447993
6414371-07_A_49_0705_21:47-SETP2025-07-L-Ma-J-V-41,07,RLA438,43.724735260009766,7.285149574279785,216,247,1757447993
3541230-39_R_99_3901_19:30-RESEAU2022-39-Mar-Ven-04-0101100,39,TCA117300,43.73143005371094,7.286831855773926,247,568,1757438308
6428495-61_R_99_6105_21:40-PROJET2025-61-Semaine-24,61,TCA108189,43.68319320678711,7.218105316162109,48,1053,1757447993
6429338-15_R_99_1505_21:35-SETP2025-15-Semaine-11,15,RLA318,43.70136260986328,7.278021335601807,207,2581,1757447993
6416322-51_A_49_5103_19:47-PROJET2025-51-Semaine-10,51,TCA73914,43.72188949584961,7.186728000640869,179,2832,1757442388
6429269-15_A_50_1503_20:00-SETP2025-15-Semaine-11,15,RLA326,43.74911117553711,7.318229675292969,336,148,1757447993
