trip_id,stop_sequence,stop_id,arrival_time,departure_time
5838911-22_R_95_2204_17:17-PROJET2025-22-Semaine-20,3,21260,,1757431135
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,10,1009,1757418781,1757418781
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,11,655,1757418812,1757418812
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,12,569,1757418778,1757418778
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,13,135,1757418842,1757418842
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,14,7162,1757418892,1757418892
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,15,7154,1757418941,1757418941
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,16,7129,1757418991,1757418991
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,17,7044,1757419035,1757419035
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,18,7175,1757419037,1757419037
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,19,7167,1757419086,1757419086
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,20,7281,1757419171,1757419171
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,21,7269,1757419244,1757419244
6253000-14_R_99_1405_13:38-SETP2025-14-L-Ma-J-V-38,22,7109,1757419395,
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,0,2829,,1757425200
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,1,177,1757425320,1757425320
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,2,139,1757425389,1757425389
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,3,144,1757425417,1757425417
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,4,1161,1757425444,1757425444
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,5,265,1757425483,1757425483
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,6,1320,1757425522,1757425522
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,7,671,1757425563,1757425563
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,8,1324,1757425633,1757425633
6428450-61_R_99_6104_15:40-PROJET2025-61-Semaine-24,9,433,1757425728,1757425728
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,0,3257,,1757425200
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,1,3237,1757425292,1757425292
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,2,2111,1757425367,1757425367
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,3,3070,1757425469,1757425469
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,4,3085,1757425513,1757425513
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,5,3082,1757425597,1757425597
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,6,3121,1757425647,1757425647
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,7,3187,1757425702,1757425702
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,8,3132,1757425738,1757425738
5759392-NVN2_A_50_NVN201_15:40-PROJET2024-NVence2-Semaine-12,9,3263,1757425795,1757425795
4350596-40_A_50_4001_14:53-RESEAU2023-40-Semaine-04,0,2821,,1757422380
4350596-40_A_50_4001_14:53-RESEAU2023-40-Semaine-04,1,276,1757422524,1757422524
4350596-40_A_50_4001_14:53-RESEAU2023-40-Semaine-04,2,1502,1757422571,1757422571
4350596-40_A_50_4001_14:53-RESEAU2023-40-Semaine-04,3,642,1757422663,1757422663
4350596-40_A_50_4001_14:53-RESEAU2023-40-Semaine-04,4,2590,1757422715,1757422715
4350596-40_A_50_4001_14:53-RESEAU2023-40-Semaine-04,5,200,1757422920,1757422920
4350596-40_A_50_4001_14:53-RESEAU2023-40-Semaine-04,6,2912,1757423040,
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,0,2909,,1757425500
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,1,1125,1757425590,1757425590
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,2,52,1757425720,1757425720
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,3,1446,,1757425860
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,5,1296,,1757426065
6170672-L3_A_48__13:44-JANV2025-L3-Semaine-09,6,2636,1757418733,1757418766
6170672-L3_A_48__13:44-JANV2025-L3-Semaine-09,7,2633,1757418810,1757418837
6170672-L3_A_48__13:44-JANV2025-L3-Semaine-09,8,2767,1757419050,1757419050
6170672-L3_A_48__13:44-JANV2025-L3-Semaine-09,9,2771,1757419169,1757419169
6170672-L3_A_48__13:44-JANV2025-L3-Semaine-09,10,2624,1757419290,1757419290
6411421-70_R_99_7002_16:00-SETP2025-70-Semaine-35,3,1446,,1757426760
6409595-57_A_50_5710_15:18-SETP2025-57-Semaine-06,0,1150,,1757423880
6409595-57_A_50_5710_15:18-SETP2025-57-Semaine-06,7,2656,1757424840,1757424840
6409595-57_A_50_5710_15:18-SETP2025-57-Semaine-06,8,15,1757424903,1757424903
6409595-57_A_50_5710_15:18-SETP2025-57-Semaine-06,9,1033,1757424969,1757424969
6409595-57_A_50_5710_15:18-SETP2025-57-Semaine-06,10,1208,1757425035,1757425035
6409595-57_A_50_5710_15:18-SETP2025-57-Semaine-06,11,1305,1757425176,1757425176
6409595-57_A_50_5710_15:18-SETP2025-57-Semaine-06,12,2910,1757425308,1757425308
