trip_id,stop_sequence,stop_id,arrival_time,departure_time
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,4,1599,1757412529,1757412529
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,5,110,1757412559,1757412559
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,6,152,1757412589,1757412589
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,7,2820,1757412519,1757412519
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,8,303,,1757412546
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,9,1594,1757412600,1757412600
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,10,924,1757412700,1757412700
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,11,923,1757412740,1757412740
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,12,1616,1757412781,1757412781
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,13,2980,1757412844,1757412844
5340992-72_R_98_7201_12:05-PROJET2024-72-Semaine-74,14,1062,1757412901,
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,8,1198,1757412588,1757412588
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,9,1199,1757412641,1757412641
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,10,548,1757412667,1757412667
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,11,247,1757412749,1757412749
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,12,275,,1757412811
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,13,1302,,1757412966
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,14,1073,1757413083,1757413083
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,15,557,1757413159,1757413159
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,16,1281,1757413239,1757413239
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,17,67,,1757413340
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,18,480,1757413522,1757413522
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,19,117,1757413601,1757413601
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,20,1153,,1757413696
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,21,314,1757413721,1757413721
6414245-07_A_49_0704_11:53-SETP2025-07-L-Ma-J-V-41,22,87,1757413818,1757413818
