trip_id,stop_sequence,stop_id,arrival_time,departure_time
6170492-L2_A_49__21:21-JANV2025-L2-Semaine-09,1,2630,1757445764,1757445764
6170492-L2_A_49__21:21-JANV2025-L2-Semaine-09,2,2767,1757445944,1757445944
6170492-L2_A_49__21:21-JANV2025-L2-Semaine-09,3,2771,1757446064,1757446064
6170492-L2_A_49__21:21-JANV2025-L2-Semaine-09,4,2624,1757446184,1757446184
6170492-L2_A_49__21:21-JANV2025-L2-Semaine-09,5,2622,1757446081,1757446081
6170492-L2_A_49__21:21-JANV2025-L2-Semaine-09,6,2768,1757446141,1757446141
6170492-L2_A_49__21:21-JANV2025-L2-Semaine-09,7,2769,1757446381,1757446381
6170499-L2_A_49__21:09-JANV2025-L2-Semaine-09,2,2767,1757445380,1757445413
6170499-L2_A_49__21:09-JANV2025-L2-Semaine-09,3,2771,1757445540,1757445540
6170499-L2_A_49__21:09-JANV2025-L2-Semaine-09,4,2624,1757445660,1757445660
6170499-L2_A_49__21:09-JANV2025-L2-Semaine-09,5,2622,1757445720,1757445720
6170499-L2_A_49__21:09-JANV2025-L2-Semaine-09,6,2768,1757445780,1757445780
6170499-L2_A_49__21:09-JANV2025-L2-Semaine-09,7,2769,1757446020,1757446020
6170499-L2_A_49__21:09-JANV2025-L2-Semaine-09,8,2618,1757446080,1757446080
6170499-L2_A_49__21:09-JANV2025-L2-Semaine-09,9,2616,1757446239,1757446239
6170499-L2_A_49__21:09-JANV2025-L2-Semaine-09,10,2614,1757446359,1757446359
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,0,1145,,1757447499
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,1,299,1757447499,1757447499
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,2,230,1757447528,1757447528
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,3,1211,1757447553,1757447553
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,4,73,1757447583,1757447583
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,5,199,,1757447640
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,6,66,1757447677,1757447677
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,7,1094,1757447723,1757447723
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,8,46,1757447760,1757447760
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,9,1104,1757447837,1757447837
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,10,378,1757447881,1757447881
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,11,729,1757447910,1757447910
6446630-05_R_50_0506_21:51-SETP2025-05-L-Ma-J-V-38,12,1164,1757447952,1757447952
