trip_id,route_id,direction_id
5408583-82_R_99_8202_16:40-PROJET2024-82-Semaine-93,82,1
5838890-22_R_95_2210_16:50-PROJET2025-22-Semaine-20,22,
5203738-68_R_99_6805_18:33-PROJET2024-68-Semaine-15,68,1
6105165-76_A_50_7602_16:45-PROJET2025-76-Semaine-89,76,
6410653-64_A_50_6403_19:20-SETP2025-64-Semaine-37,64,0
6462568-31_A_47_3102_17:07-PROJET2025-31-Semaine-08,31,
6429267-15_R_99_1504_17:53-SETP2025-15-Semaine-11,15,1
6414301-07_R_97_0708_16:32-SETP2025-07-L-Ma-J-V-41,07,
6446606-05_A_98_0510_18:46-SETP2025-05-L-Ma-J-V-38,05,0
6416319-51_A_49_5105_18:16-PROJET2025-51-Semaine-10,51,0
5203741-68_R_99_6804_18:50-PROJET2024-68-Semaine-15,68,1
4542764-44_R_99_4401_17:58-RESEAU2023-44-Semaine-89,44,1
6170599-L3_A_48__16:34-JANV2025-L3-Semaine-09,L3,0
6446561-05_A_99_0505_17:34-SETP2025-05-L-Ma-J-V-38,05,0
4523347-88_A_49_8801_17:40-RESEAU2023-88-Semaine-83-1101100,88,0
6170348-L2_R_98__17:10-JANV2025-L2-Semaine-09,L2,1
6365978-20_A_50_2004_18:40-SETP2025-20-Semaine-42,20,0
5925336-54_A_50_5402_18:50-PROJET2025-54-Semaine-17,54,0
5408592-82_R_99_8203_20:00-PROJET2024-82-Semaine-93,82,1
6424175-16_A_50_1605_18:25-SETP2025-16-Semaine-35,16,0
6416508-33_A_50_3301_18:07-SETP2025-33-L-Ma-J-V-36,33,0
4542710-44_A_50_4401_18:45-RESEAU2023-44-Semaine-89,44,0
6355800-18_R_99_1805_16:28-SETP2025-18-Semaine-39,18,
4669739-62_A_48_6201_18:14-RESEAU2023-62-Semaine-17,62,0
6368808-09_R_99_0908_17:26-PROJET2025-09-Semaine-35,09,1
6355913-18_R_99_1803_17:13-SETP2025-18-Semaine-39,18,
6412113-37_R_99_3701_17:56-SETP2025-37-Semaine-37,37,1
4669823-62_R_98_6203_16:45-RESEAU2023-62-Semaine-17,62,
6414333-07_R_97_0707_19:03-SETP2025-07-L-Ma-J-V-41,07,1
6429302-15_R_99_1501_16:40-SETP2025-15-Semaine-11,15,
6018939-55_R_98_5502_17:50-PROJET2025-55-Semaine-08,55,1
6416324-51_R_98_5104_18:08-PROJET2025-51-Semaine-10,51,1
6424149-16_R_97_1602_18:08-SETP2025-16-Semaine-35,16,1
6424111-16_A_50_1602_18:40-SETP2025-16-Semaine-35,16,0
6170647-L3_A_48__17:14-JANV2025-L3-Semaine-09,L3,0
6369718-30_A_50_3003_18:20-SETP2025-30-Semaine-32,30,0
6429335-15_A_50_1503_18:23-SETP2025-15-Semaine-11,15,0
6366025-20_A_50_2006_17:56-SETP2025-20-Semaine-42,20,0
6420751-81_A_49_8102_18:24-SETP2025-81-Semaine-40,81,0
4350590-40_A_50_4001_18:31-RESEAU2023-40-Semaine-04,40,0
3541228-39_A_50_3901_17:00-RESEAU2022-39-Mar-Ven-04-0101100,39,
6452672-T1_R_57_VT107_16:46-SETP2025-L1-Semaine-04,L1,1
6446615-05_A_99_0505_18:56-SETP2025-05-L-Ma-J-V-38,05,0
6253035-14_A_50_1407_17:40-SETP2025-14-L-Ma-J-V-38,14,0
6257300-59_A_45_5903_17:38-PROJET2025-59-Semaine-26,59,0
6429303-15_A_50_1504_18:49-SETP2025-15-Semaine-11,15,0
4669803-62_A_48_6202_17:00-RESEAU2023-62-Semaine-17,62,
6412310-71_R_99_7102_18:58-PROJET2025-71-Semaine-80,71,1
6424107-16_A_50_1605_17:10-SETP2025-16-Semaine-35,16,
6416354-51_A_49_5101_17:58-PROJET2025-51-Semaine-10,51,0
4669786-62_R_98_6201_19:00-RESEAU2023-62-Semaine-17,62,1
6416318-51_A_49_5105_16:51-PROJET2025-51-Semaine-10,51,
6420130-85_R_94_8501_18:50-PROJET2025-85-Semaine-06-1101100,85,1
6253003-14_R_99_1402_17:29-SETP2025-14-L-Ma-J-V-38,14,1
6355803-18_R_99_1804_18:13-SETP2025-18-Semaine-39,18,1
4669818-62_R_99_6204_17:10-RESEAU2023-62-Semaine-17,62,1
6402578-32_A_48_3202_18:15-SETP2025-32-Semaine-34,32,0
6253045-14_R_99_1408_17:05-SETP2025-14-L-Ma-J-V-38,14,
6409626-57_A_50_5714_16:18-SETP2025-57-Semaine-06,57,
6428107-98_A_50_9803_16:43-SETP2025-98-Semaine-08,98,0
6355920-18_R_99_1806_16:58-SETP2025-18-Semaine-39,18,
5203743-68_R_99_6804_17:50-PROJET2024-68-Semaine-15,68,1
6429266-15_R_99_1508_17:40-SETP2025-15-Semaine-11,15,1
6355864-18_R_99_1801_17:28-SETP2025-18-Semaine-39,18,1
6253004-14_R_99_1402_18:51-SETP2025-14-L-Ma-J-V-38,14,1
6253024-14_A_50_1405_18:28-SETP2025-14-L-Ma-J-V-38,14,0
6077798-58_A_50_5801_19:10-PROJET2025-58-Semaine-06,58,0
6369785-42_A_5_4201_18:38-PROJET2025-42-Semaine-83,42,0
6412300-71_A_50_7101_17:40-PROJET2025-71-Semaine-80,71,0
6140093-41_R_99_4102_17:16-PROJET2025-41-Semaine-05,41,1
6416332-51_A_49_5103_18:34-PROJET2025-51-Semaine-10,51,0
4669796-62_A_48_6205_18:45-RESEAU2023-62-Semaine-17,62,0
4350589-40_A_50_4001_17:48-RESEAU2023-40-Semaine-04,40,0
6170387-L2_A_49__17:02-JANV2025-L2-Semaine-09,L2,0
6170457-L2_R_98__17:02-JANV2025-L2-Semaine-09,L2,1
6218525-84_A_50_8403_17:50-PROJET2025-84-Semaine-04,84,0
5422191-75_A_49_7502_16:40-PROJET2024-75-Semaine-86-1101100,75,
6429304-15_A_50_1505_17:18-SETP2025-15-Semaine-11,15,0
6416483-33_R_99_3305_18:32-SETP2025-33-L-Ma-J-V-36,33,1
6418979-67_R_96_6701_16:45-PROJET2025-67-Semaine-08-1101100,67,
6420013-35_R_99_3502_18:08-SETP2025-35-Semaine-35,35,1
6418981-67_R_96_6701_19:00-PROJET2025-67-Semaine-08-1101100,67,1
6416011-21_A_50_2102_17:55-SETP2025-21-Semaine-40,21,0
6368791-09_R_98_0905_17:10-PROJET2025-09-Semaine-35,09,
6414343-07_A_49_0705_19:05-SETP2025-07-L-Ma-J-V-41,07,0
6005403-B_A_50_VTB02_17:29-JANV2025-B-Semaine-03,B,0
5673247-NVN1_R_98_NVN101_18:00-PROJET2024-NVence1-Semaine-15,NVN1,1
6428469-61_A_50_6104_18:10-PROJET2025-61-Semaine-24,61,0
6416040-21_R_99_2104_18:14-SETP2025-21-Semaine-40,21,1
6420005-35_A_49_3504_17:30-SETP2025-35-Semaine-35,35,
6414298-07_R_97_0701_17:10-SETP2025-07-L-Ma-J-V-41,07,
6252460-11_R_97_1108_18:15-SETP2025-11-Semaine-37,11,1
6420783-81_R_98_8102_17:44-SETP2025-81-Semaine-40,81,1
6102474-63_R_98_6303_18:40-PROJET2025-63-Semaine-72-1101100,63,1
6429255-15_A_50_1508_16:54-SETP2025-15-Semaine-11,15,
6428297-60_A_50_6001_17:10-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,
5925335-54_A_47_5401_18:13-PROJET2025-54-Semaine-17,54,0
5759395-NVN2_A_50_NVN201_18:15-PROJET2024-NVence2-Semaine-12,NVN2,0
6414328-07_A_49_0708_17:18-SETP2025-07-L-Ma-J-V-41,07,0
6452642-T1_R_57_VT115_17:18-SETP2025-L1-Semaine-04,L1,1
6252459-11_R_98_1107_17:38-SETP2025-11-Semaine-37,11,1
4759156-47_R_99_4701_17:20-PROJET2023-47-Semaine-10,47,
6428108-98_A_50_9805_17:00-SETP2025-98-Semaine-08,98,0
6416509-33_R_99_3302_17:51-SETP2025-33-L-Ma-J-V-36,33,1
5838905-22_A_45_2208_18:30-PROJET2025-22-Semaine-20,22,0
6327169-17_R_99_1702_18:25-SETP2025-17-L-Ma-J-V-35,17,1
4669808-62_R_98_6206_17:08-RESEAU2023-62-Semaine-17,62,
5408575-82_R_99_8201_17:20-PROJET2024-82-Semaine-93,82,1
6368783-09_A_50_0903_18:10-PROJET2025-09-Semaine-35,09,0
6402575-32_A_48_3202_17:37-SETP2025-32-Semaine-34,32,0
6414349-07_A_49_0704_18:19-SETP2025-07-L-Ma-J-V-41,07,0
6409631-57_A_50_5713_17:18-SETP2025-57-Semaine-06,57,
6368806-09_R_99_0906_16:25-PROJET2025-09-Semaine-35,09,
6170661-L3_R_97__16:58-JANV2025-L3-Semaine-09,L3,1
6416353-51_R_99_5101_18:36-PROJET2025-51-Semaine-10,51,1
6403277-36_A_49_3603_17:55-SETP2025-36-Semaine-33,36,0
6366024-20_A_50_2004_17:03-SETP2025-20-Semaine-42,20,
5341003-72_R_98_7201_16:55-PROJET2024-72-Semaine-74,72,
5203729-68_R_99_6805_17:29-PROJET2024-68-Semaine-15,68,1
6428357-60_A_50_6002_18:30-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
6327229-17_A_50_1707_17:42-SETP2025-17-L-Ma-J-V-35,17,0
5838900-22_A_45_2214_16:55-PROJET2025-22-Semaine-20,22,0
6077777-58_R_98_5802_17:42-PROJET2025-58-Semaine-06,58,1
6420781-81_R_98_8103_16:48-SETP2025-81-Semaine-40,81,1
5341005-72_R_98_7201_17:55-PROJET2024-72-Semaine-74,72,1
6416449-33_A_50_3304_19:01-SETP2025-33-L-Ma-J-V-36,33,0
6272268-91_R_99_9102_16:00-PROJET2025-91-Semaine-28,91,1
6140094-41_R_99_4101_17:54-PROJET2025-41-Semaine-05,41,1
6253085-14_R_99_1404_18:40-SETP2025-14-L-Ma-J-V-38,14,1
6462579-31_A_47_3101_18:22-PROJET2025-31-Semaine-08,31,0
6327150-17_A_50_1703_17:58-SETP2025-17-L-Ma-J-V-35,17,0
6365955-20_R_98_2006_17:06-SETP2025-20-Semaine-42,20,
6416480-33_R_99_3301_17:12-SETP2025-33-L-Ma-J-V-36,33,1
6410646-64_R_99_6403_17:05-SETP2025-64-Semaine-37,64,
6252453-11_R_98_1108_16:37-SETP2025-11-Semaine-37,11,
6446604-05_R_50_0507_18:11-SETP2025-05-L-Ma-J-V-38,05,1
6252413-11_R_98_1105_18:27-SETP2025-11-Semaine-37,11,1
6252458-11_R_98_1101_18:02-SETP2025-11-Semaine-37,11,1
5925341-54_A_47_5403_19:19-PROJET2025-54-Semaine-17,54,0
6452941-T1_R_57_VT106_16:42-SETP2025-L1-Semaine-04,L1,1
6429263-15_A_50_1502_17:57-SETP2025-15-Semaine-11,15,0
6414325-07_A_49_0702_16:47-SETP2025-07-L-Ma-J-V-41,07,
4759157-47_R_99_4702_18:16-PROJET2023-47-Semaine-10,47,1
6218524-84_A_50_8402_16:50-PROJET2025-84-Semaine-04,84,
6365996-20_R_98_2003_18:30-SETP2025-20-Semaine-42,20,1
6368780-09_A_50_0901_16:31-PROJET2025-09-Semaine-35,09,
4519032-CN_R_99_CN02_16:50-RESEAU2023-CN-Semaine-07,CN,
5203745-68_R_99_6804_16:49-PROJET2024-68-Semaine-15,68,
6327166-17_R_99_1701_18:09-SETP2025-17-L-Ma-J-V-35,17,1
5408591-82_A_50_8203_19:10-PROJET2024-82-Semaine-93,82,0
6327222-17_A_50_1704_18:49-SETP2025-17-L-Ma-J-V-35,17,0
6369761-42_R_94_4203_16:40-PROJET2025-42-Semaine-83,42,
5925323-54_A_50_5401_16:34-PROJET2025-54-Semaine-17,54,
4669809-62_A_46_6203_17:30-RESEAU2023-62-Semaine-17,62,0
6369766-42_A_6_4203_18:00-PROJET2025-42-Semaine-83,42,0
6446589-05_R_49_0502_17:05-SETP2025-05-L-Ma-J-V-38,05,
5408555-82_A_50_8203_17:05-PROJET2024-82-Semaine-93,82,0
6462566-31_A_47_3101_17:32-PROJET2025-31-Semaine-08,31,0
5203716-68_A_50_6805_19:00-PROJET2024-68-Semaine-15,68,0
5925334-54_R_98_5401_19:02-PROJET2025-54-Semaine-17,54,1
6140092-41_R_99_4101_16:41-PROJET2025-41-Semaine-05,41,1
6218555-84_R_99_8401_18:01-PROJET2025-84-Semaine-04,84,1
4759155-47_A_50_4701_18:15-PROJET2023-47-Semaine-10,47,0
6368811-09_R_99_0905_19:00-PROJET2025-09-Semaine-35,09,1
5422173-75_A_49_7501_19:35-PROJET2024-75-Semaine-86-1101100,75,0
6170688-L3_R_97__16:34-JANV2025-L3-Semaine-09,L3,1
6170333-L2_R_98__17:25-JANV2025-L2-Semaine-09,L2,1
6429217-15_A_50_1504_17:06-SETP2025-15-Semaine-11,15,
6446578-05_A_99_0507_17:19-SETP2025-05-L-Ma-J-V-38,05,
6446587-05_R_49_0508_17:23-SETP2025-05-L-Ma-J-V-38,05,
6416355-51_R_99_5101_17:11-PROJET2025-51-Semaine-10,51,
5673248-NVN1_A_48_NVN101_18:30-PROJET2024-NVence1-Semaine-15,NVN1,0
6409627-57_A_50_5706_16:30-SETP2025-57-Semaine-06,57,
6252948-14_A_50_1403_18:40-SETP2025-14-L-Ma-J-V-38,14,0
6412305-71_R_99_7102_18:18-PROJET2025-71-Semaine-80,71,1
6368802-09_A_49_0901_18:39-PROJET2025-09-Semaine-35,09,0
6413078-38_A_50_3803_17:29-SETP2025-38-Semaine-41,38,0
6403296-36_R_99_3603_17:20-SETP2025-36-Semaine-33,36,
5925306-54_R_99_5401_17:23-PROJET2025-54-Semaine-17,54,1
6327149-17_A_50_1706_18:32-SETP2025-17-L-Ma-J-V-35,17,0
6261677-73_A_1_7301_17:56-PROJET2025-73-Semaine-16,73,0
6410640-64_R_99_6402_18:05-SETP2025-64-Semaine-37,64,1
5408581-82_A_50_8202_17:45-PROJET2024-82-Semaine-93,82,0
6252526-11_R_98_1106_17:01-SETP2025-11-Semaine-37,11,
6252509-11_A_50_1104_18:39-SETP2025-11-Semaine-37,11,0
4542711-44_A_50_4401_19:00-RESEAU2023-44-Semaine-89,44,0
5341006-72_R_98_7201_18:25-PROJET2024-72-Semaine-74,72,
6402580-32_A_48_3202_18:45-SETP2025-32-Semaine-34,32,0
6252981-14_A_50_1407_19:04-SETP2025-14-L-Ma-J-V-38,14,0
6170352-L2_R_98__17:18-JANV2025-L2-Semaine-09,L2,1
4350572-40_R_99_4001_17:26-RESEAU2023-40-Semaine-04,40,1
6446577-05_A_98_0508_17:58-SETP2025-05-L-Ma-J-V-38,05,0
6218557-84_R_99_8402_19:01-PROJET2025-84-Semaine-04,84,1
6428111-98_A_50_9802_18:08-SETP2025-98-Semaine-08,98,0
5422193-75_A_49_7502_17:55-PROJET2024-75-Semaine-86-1101100,75,0
6252462-11_R_97_1102_18:52-SETP2025-11-Semaine-37,11,1
6409647-57_R_99_5704_18:00-SETP2025-57-Semaine-06,57,1
6253062-14_A_50_1402_16:50-SETP2025-14-L-Ma-J-V-38,14,
6253063-14_A_50_1408_17:52-SETP2025-14-L-Ma-J-V-38,14,0
6414332-07_R_97_0708_18:18-SETP2025-07-L-Ma-J-V-41,07,1
6409653-57_A_50_5714_18:45-SETP2025-57-Semaine-06,57,0
6369835-49_A_49_4901_17:35-PROJET2025-49-Semaine-08,chouette:Line:07759d26-564a-4043-bd2d-d1e0c98d686c:LOC,0
6420785-81_R_98_8101_18:36-SETP2025-81-Semaine-40,81,1
6355802-18_R_99_1807_17:43-SETP2025-18-Semaine-39,18,1
5203732-68_A_50_6805_17:00-PROJET2024-68-Semaine-15,68,
6272269-91_A_50_9101_16:10-PROJET2025-91-Semaine-28,91,
6327145-17_A_50_1704_16:57-SETP2025-17-L-Ma-J-V-35,17,
6369716-30_A_50_3001_17:31-SETP2025-30-Semaine-32,30,0
4603461-83_A_47_8301_18:30-RESEAU2023-83-Semaine-03,83,0
6452684-T1_R_57_VT116_17:22-SETP2025-L1-Semaine-04,L1,1
6462564-31_R_97_3101_17:07-PROJET2025-31-Semaine-08,31,
6018944-55_A_48_5501_17:55-PROJET2025-55-Semaine-08,55,0
6416507-33_R_99_3304_16:34-SETP2025-33-L-Ma-J-V-36,33,
6018943-55_A_48_5502_16:49-PROJET2025-55-Semaine-08,55,
6402554-32_A_48_3201_17:25-SETP2025-32-Semaine-34,32,0
6327147-17_A_50_1702_17:27-SETP2025-17-L-Ma-J-V-35,17,0
6403288-36_A_49_3604_17:20-SETP2025-36-Semaine-33,36,0
6428459-61_R_99_6104_17:20-PROJET2025-61-Semaine-24,61,
6355841-18_A_50_1801_16:21-SETP2025-18-Semaine-39,18,
6105173-76_A_49_7602_18:15-PROJET2025-76-Semaine-89,76,0
6252507-11_A_50_1102_18:02-SETP2025-11-Semaine-37,11,0
6253036-14_A_50_1406_18:52-SETP2025-14-L-Ma-J-V-38,14,0
5673249-NVN1_R_98_NVN101_19:00-PROJET2024-NVence1-Semaine-15,NVN1,1
6414761-34_R_23_3401_18:38-PROJET2025-34-L-Ma-J-V-20,34,1
6368809-09_R_99_0904_17:58-PROJET2025-09-Semaine-35,09,1
6170637-L3_R_97__17:22-JANV2025-L3-Semaine-09,L3,1
6446572-05_A_98_0510_17:26-SETP2025-05-L-Ma-J-V-38,05,0
6414352-07_A_49_0706_18:50-SETP2025-07-L-Ma-J-V-41,07,0
6422662-99_A_50_9902_17:58-SETP2025-99-Semaine-11,99,0
6462562-31_R_97_3101_17:57-PROJET2025-31-Semaine-08,31,1
6414351-07_A_49_0702_18:39-SETP2025-07-L-Ma-J-V-41,07,0
6102473-63_R_98_6304_18:20-PROJET2025-63-Semaine-72-1101100,63,1
6416309-51_A_49_5104_17:31-PROJET2025-51-Semaine-10,51,0
5422194-75_R_97_7502_18:22-PROJET2024-75-Semaine-86-1101100,75,1
5673226-NVN1_R_98_NVN102_18:30-PROJET2024-NVence1-Semaine-15,NVN1,1
6253081-14_A_50_1405_17:02-SETP2025-14-L-Ma-J-V-38,14,
4515176-80_R_95_8001_18:43-RESEAU2023-80-Semaine-94,80,1
6411451-70_A_50_7002_17:30-SETP2025-70-Semaine-35,70,0
6403267-36_R_99_3604_19:00-SETP2025-36-Semaine-33,36,1
6472669-50_R_99_5001_17:27-PROJET2025-50-Semaine-08,50,1
6355911-18_A_50_1806_18:03-SETP2025-18-Semaine-39,18,0
6252456-11_R_98_1103_17:26-SETP2025-11-Semaine-37,11,1
6416516-33_R_97_33S2_17:00-SETP2025-33-L-Ma-J-V-36,33,
6355806-18_R_99_1806_19:00-SETP2025-18-Semaine-39,18,1
6411453-70_A_50_7002_18:30-SETP2025-70-Semaine-35,70,0
6424108-16_A_50_1602_17:25-SETP2025-16-Semaine-35,16,0
5838904-22_A_45_2209_18:10-PROJET2025-22-Semaine-20,22,0
5408563-82_R_99_8203_18:00-PROJET2024-82-Semaine-93,82,1
6420784-81_R_98_8103_18:06-SETP2025-81-Semaine-40,81,1
6472693-50_A_50_5003_18:39-PROJET2025-50-Semaine-08,50,0
6327167-17_R_99_1707_18:41-SETP2025-17-L-Ma-J-V-35,17,1
6252506-11_A_49_1103_18:13-SETP2025-11-Semaine-37,11,0
6428329-60_A_50_6003_18:50-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
5838901-22_A_45_2207_17:10-PROJET2025-22-Semaine-20,22,
6420749-81_A_49_8103_17:30-SETP2025-81-Semaine-40,81,0
4542705-44_A_50_4401_17:20-RESEAU2023-44-Semaine-89,44,
6416325-51_R_98_5105_18:53-PROJET2025-51-Semaine-10,51,1
6422656-99_A_50_9902_17:26-SETP2025-99-Semaine-11,99,0
6416083-21_A_50_2105_17:32-SETP2025-21-Semaine-40,21,
6416331-51_R_99_5102_16:56-PROJET2025-51-Semaine-10,51,
6414324-07_A_49_0710_16:37-SETP2025-07-L-Ma-J-V-41,07,
5839184-Exp4_A_50_EXP403_18:20-PROJET2025-Exp4-Semaine-04,Exp4,0
6170645-L3_A_48__17:38-JANV2025-L3-Semaine-09,L3,0
5408585-82_R_99_8202_18:35-PROJET2024-82-Semaine-93,82,1
6452761-T1_A_12_VT101_17:08-SETP2025-L1-Semaine-04,L1,0
6327146-17_A_50_1701_17:12-SETP2025-17-L-Ma-J-V-35,17,
6472715-50_A_50_5002_19:02-PROJET2025-50-Semaine-08,50,0
5203728-68_R_99_6806_17:09-PROJET2024-68-Semaine-15,68,
6253023-14_A_50_1406_17:28-SETP2025-14-L-Ma-J-V-38,14,0
4669741-62_A_48_6206_19:05-RESEAU2023-62-Semaine-17,62,0
6420022-35_R_99_3501_19:20-SETP2025-35-Semaine-35,35,1
6257333-59_R_98_5903_18:35-PROJET2025-59-Semaine-26,59,1
6428121-98_A_50_9802_17:17-SETP2025-98-Semaine-08,98,0
6446603-05_R_50_0504_18:51-SETP2025-05-L-Ma-J-V-38,05,1
6409654-57_A_50_5706_19:00-SETP2025-57-Semaine-06,57,0
6365989-20_A_50_2005_18:55-SETP2025-20-Semaine-42,20,0
6422654-99_A_50_9902_16:54-SETP2025-99-Semaine-11,99,0
6218540-84_A_47_8402_19:50-PROJET2025-84-Semaine-04,84,0
6368800-09_A_49_0907_17:33-PROJET2025-09-Semaine-35,09,0
5340975-72_A_50_7201_17:50-PROJET2024-72-Semaine-74,72,0
6414760-34_R_23_3401_17:31-PROJET2025-34-L-Ma-J-V-20,34,1
6428328-60_R_99_6003_18:20-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,1
6409649-57_R_99_5705_18:28-SETP2025-57-Semaine-06,57,1
6414340-07_R_97_0709_18:45-SETP2025-07-L-Ma-J-V-41,07,1
6413119-38_A_50_3803_18:40-SETP2025-38-Semaine-41,38,0
6140095-41_R_98_4101_19:00-PROJET2025-41-Semaine-05,41,1
4603459-83_R_1_8301_16:45-RESEAU2023-83-Semaine-03,83,
6424164-16_A_50_1603_17:40-SETP2025-16-Semaine-35,16,0
6412292-71_A_50_7101_16:20-PROJET2025-71-Semaine-80,71,
6257319-59_A_45_5904_18:50-PROJET2025-59-Semaine-26,59,0
6261665-73_R_95_7301_16:58-PROJET2025-73-Semaine-16,73,1
6414348-07_A_49_0707_18:09-SETP2025-07-L-Ma-J-V-41,07,0
6411454-70_A_50_7001_19:00-SETP2025-70-Semaine-35,70,0
6413120-38_R_99_3805_17:19-SETP2025-38-Semaine-41,38,
6410644-64_R_99_6401_17:35-SETP2025-64-Semaine-37,64,1
6402572-32_R_97_3202_18:45-SETP2025-32-Semaine-34,32,1
6414327-07_A_49_0711_17:08-SETP2025-07-L-Ma-J-V-41,07,
6218539-84_A_46_8401_18:50-PROJET2025-84-Semaine-04,84,0
6252969-14_R_99_1407_18:17-SETP2025-14-L-Ma-J-V-38,14,1
4669806-62_R_98_6202_17:50-RESEAU2023-62-Semaine-17,62,1
6368792-09_R_98_0901_17:42-PROJET2025-09-Semaine-35,09,1
6416485-33_R_99_3303_19:07-SETP2025-33-L-Ma-J-V-36,33,1
6420018-35_R_99_3503_17:32-SETP2025-35-Semaine-35,35,1
5097939-69_R_90_6901_18:20-PROJET2023-69-Semaine-15,69,1
6257286-59_R_98_5902_17:20-PROJET2025-59-Semaine-26,59,1
6252505-11_A_50_1105_17:38-SETP2025-11-Semaine-37,11,0
6422653-99_A_50_9901_18:15-SETP2025-99-Semaine-11,99,0
6452823-T1_A_12_VT119_16:49-SETP2025-L1-Semaine-04,L1,0
6170713-L3_R_97__17:14-JANV2025-L3-Semaine-09,L3,1
6170674-L3_A_48__17:06-JANV2025-L3-Semaine-09,L3,0
6413079-38_A_50_3801_17:06-SETP2025-38-Semaine-41,38,
6272271-91_A_50_9102_18:40-PROJET2025-91-Semaine-28,91,0
6411450-70_A_50_7001_17:00-SETP2025-70-Semaine-35,70,
6428298-60_A_50_6003_17:50-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
6429286-15_A_50_1506_18:10-SETP2025-15-Semaine-11,15,0
6416444-33_A_50_3303_16:49-SETP2025-33-L-Ma-J-V-36,33,
4542762-44_R_99_4401_17:28-RESEAU2023-44-Semaine-89,44,1
6409640-57_R_99_5710_16:30-SETP2025-57-Semaine-06,57,
