trip_id,route_id,direction_id
6252950-14_A_50_1405_21:05-SETP2025-14-L-Ma-J-V-38,14,0
6462590-31_R_93_3102_20:07-PROJET2025-31-Semaine-08,31,1
5203736-68_R_99_6805_22:00-PROJET2024-68-Semaine-15,68,1
6416498-33_R_99_3304_19:40-SETP2025-33-L-Ma-J-V-36,33,
5341009-72_R_98_7201_19:45-PROJET2024-72-Semaine-74,72,1
6252530-11_A_49_1103_19:58-SETP2025-11-Semaine-37,11,
6416044-21_R_99_2101_19:42-SETP2025-21-Semaine-40,21,
5203704-68_A_50_6806_21:53-PROJET2024-68-Semaine-15,68,0
6252520-11_R_98_1108_20:00-SETP2025-11-Semaine-37,11,
6365992-20_R_99_2007_20:30-SETP2025-20-Semaine-42,20,1
6429269-15_A_50_1503_20:00-SETP2025-15-Semaine-11,15,
6446616-05_A_98_0505_20:04-SETP2025-05-L-Ma-J-V-38,05,
6368804-09_A_49_0906_19:32-PROJET2025-09-Semaine-35,09,
6428493-61_A_50_6104_21:30-PROJET2025-61-Semaine-24,61,0
6327156-17_A_50_1706_21:10-SETP2025-17-L-Ma-J-V-35,17,0
6252518-11_A_50_1101_20:20-SETP2025-11-Semaine-37,11,0
5839190-Exp4_A_50_EXP401_21:15-PROJET2025-Exp4-Semaine-04,Exp4,0
6416045-21_R_99_2104_20:27-SETP2025-21-Semaine-40,21,1
6252971-14_R_99_1408_21:00-SETP2025-14-L-Ma-J-V-38,14,1
6170353-L2_R_98__19:46-JANV2025-L2-Semaine-09,L2,1
6416320-51_R_99_5104_19:30-PROJET2025-51-Semaine-10,51,
6428116-98_A_49_9802_19:45-SETP2025-98-Semaine-08,98,0
6252982-14_A_50_1408_20:30-SETP2025-14-L-Ma-J-V-38,14,0
6077800-58_R_99_5801_19:50-PROJET2025-58-Semaine-06,58,
6252521-11_R_97_1103_20:40-SETP2025-11-Semaine-37,11,1
6105157-76_R_98_7602_19:50-PROJET2025-76-Semaine-89,76,
6416047-21_R_99_2101_21:15-SETP2025-21-Semaine-40,21,1
6446625-05_R_50_0510_20:30-SETP2025-05-L-Ma-J-V-38,05,1
6452992-T1_R_57_VT102_19:26-SETP2025-L1-Semaine-04,L1,1
6365997-20_R_99_2006_21:15-SETP2025-20-Semaine-42,20,1
6409662-57_R_99_5703_19:45-SETP2025-57-Semaine-06,57,
6402593-32_A_48_3202_21:20-SETP2025-32-Semaine-34,32,0
4542716-44_A_50_4401_20:15-RESEAU2023-44-Semaine-89,44,0
6416046-21_R_99_2102_20:50-SETP2025-21-Semaine-40,21,1
6429343-15_A_50_1504_21:50-SETP2025-15-Semaine-11,15,0
6416321-51_A_49_5104_20:05-PROJET2025-51-Semaine-10,51,
6429338-15_R_99_1505_21:35-SETP2025-15-Semaine-11,15,1
6416503-33_R_98_3305_21:20-SETP2025-33-L-Ma-J-V-36,33,1
6414375-07_R_97_0706_21:00-SETP2025-07-L-Ma-J-V-41,07,1
6428495-61_R_99_6105_21:40-PROJET2025-61-Semaine-24,61,1
6428363-60_A_50_6001_21:10-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
6452989-T1_A_12_VT116_19:35-SETP2025-L1-Semaine-04,L1,0
6368787-09_A_50_0905_20:04-PROJET2025-09-Semaine-35,09,
6366003-20_R_99_2004_21:45-SETP2025-20-Semaine-42,20,1
6366002-20_A_50_2006_20:40-SETP2025-20-Semaine-42,20,0
6428379-60_R_99_6003_20:20-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,1
6170676-L3_R_97__20:04-JANV2025-L3-Semaine-09,L3,1
6416493-33_A_50_3301_19:35-SETP2025-33-L-Ma-J-V-36,33,
5838838-22_R_95_2210_21:10-PROJET2025-22-Semaine-20,22,1
5838824-22_A_45_2209_20:00-PROJET2025-22-Semaine-20,22,
6368775-09_A_50_0905_22:00-PROJET2025-09-Semaine-35,09,0
6005391-B_R_99_VTB04_20:16-JANV2025-B-Semaine-03,B,1
6005409-B_R_99_VTB01_20:07-JANV2025-B-Semaine-03,B,1
6414369-07_A_49_0710_21:20-SETP2025-07-L-Ma-J-V-41,07,0
6253098-14_R_99_1405_21:30-SETP2025-14-L-Ma-J-V-38,14,1
6410657-64_A_50_6401_20:00-SETP2025-64-Semaine-37,64,
6420755-81_A_50_8101_20:30-SETP2025-81-Semaine-40,81,0
6414377-07_R_97_0705_21:15-SETP2025-07-L-Ma-J-V-41,07,1
4542776-44_R_99_4401_21:33-RESEAU2023-44-Semaine-89,44,1
6429337-15_R_99_1504_21:10-SETP2025-15-Semaine-11,15,1
6253014-14_R_99_1405_20:15-SETP2025-14-L-Ma-J-V-38,14,1
6252958-14_R_99_1406_20:35-SETP2025-14-L-Ma-J-V-38,14,1
6429270-15_R_99_1503_20:45-SETP2025-15-Semaine-11,15,1
6416494-33_A_50_3303_20:00-SETP2025-33-L-Ma-J-V-36,33,
6429306-15_A_50_1502_21:20-SETP2025-15-Semaine-11,15,0
4669737-62_R_99_6203_20:20-RESEAU2023-62-Semaine-17,62,
6257302-59_A_45_5901_19:19-PROJET2025-59-Semaine-26,59,
4542718-44_A_50_4401_20:45-RESEAU2023-44-Semaine-89,44,0
6411429-70_R_99_7002_20:00-SETP2025-70-Semaine-35,70,
6414364-07_A_49_0706_20:15-SETP2025-07-L-Ma-J-V-41,07,0
6102476-63_R_98_6302_19:35-PROJET2025-63-Semaine-72-1101100,63,
6414371-07_A_49_0705_21:47-SETP2025-07-L-Ma-J-V-41,07,0
6005418-B_A_50_VTB04_20:00-JANV2025-B-Semaine-03,B,0
5838828-22_A_45_2210_22:00-PROJET2025-22-Semaine-20,22,0
6428371-60_A_50_6003_21:50-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
6424193-16_R_97_1603_20:30-SETP2025-16-Semaine-35,16,1
6420024-35_R_99_3503_20:00-SETP2025-35-Semaine-35,35,
6412313-71_R_99_7101_20:00-PROJET2025-71-Semaine-80,71,
6452991-T1_R_57_VT103_19:29-SETP2025-L1-Semaine-04,L1,1
6170454-L2_A_49__20:09-JANV2025-L2-Semaine-09,L2,0
6365993-20_A_50_2005_20:25-SETP2025-20-Semaine-42,20,
6409676-57_A_50_5703_21:00-SETP2025-57-Semaine-06,57,0
6365999-20_R_99_2007_21:30-SETP2025-20-Semaine-42,20,1
6368797-09_A_49_0903_20:00-PROJET2025-09-Semaine-35,09,
6369765-42_A_5_4202_19:10-PROJET2025-42-Semaine-83,42,
6402595-32_R_97_3202_21:55-SETP2025-32-Semaine-34,32,1
4542721-44_A_50_4401_21:40-RESEAU2023-44-Semaine-89,44,0
