trip_id,stop_sequence,stop_id,arrival_time,departure_time
6412295-71_R_99_7102_16:18-PROJET2025-71-Semaine-80,13,1318,1757429110,1757429110
6412295-71_R_99_7102_16:18-PROJET2025-71-Semaine-80,14,1297,,1757429106
6412295-71_R_99_7102_16:18-PROJET2025-71-Semaine-80,15,458,1757429370,1757429370
6412295-71_R_99_7102_16:18-PROJET2025-71-Semaine-80,16,459,1757429421,
6170667-L3_R_97__16:42-JANV2025-L3-Semaine-09,3,2607,1757429089,1757429146
6170667-L3_R_97__16:42-JANV2025-L3-Semaine-09,4,2609,1757429267,1757429267
6170667-L3_R_97__16:42-JANV2025-L3-Semaine-09,5,2774,1757429387,1757429387
6170667-L3_R_97__16:42-JANV2025-L3-Semaine-09,6,2613,1757429507,1757429507
6170667-L3_R_97__16:42-JANV2025-L3-Semaine-09,7,2615,1757429627,1757429627
6170667-L3_R_97__16:42-JANV2025-L3-Semaine-09,8,2617,1757429747,1757429747
6170667-L3_R_97__16:42-JANV2025-L3-Semaine-09,9,2775,1757429867,1757429867
6170667-L3_R_97__16:42-JANV2025-L3-Semaine-09,10,2776,1757430047,1757430047
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,0,8003,,1757432100
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,1,8070,1757432185,1757432185
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,2,8056,1757432280,1757432280
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,3,8181,1757432328,1757432328
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,4,8255,1757432371,1757432371
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,5,8176,1757432381,1757432381
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,6,8179,1757432433,1757432433
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,7,8203,1757432513,1757432513
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,8,8224,1757432576,1757432576
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,9,8225,1757432640,1757432640
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,10,8082,1757432741,1757432741
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,11,8097,1757432792,1757432792
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,12,8079,1757432862,1757432862
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,13,8083,1757432906,1757432906
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,14,8029,1757432940,1757432940
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,15,8094,1757433016,1757433016
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,16,8064,1757433081,1757433081
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,17,8134,1757433129,1757433129
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,18,8151,1757433147,1757433147
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,19,8077,1757433204,1757433204
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,20,8031,1757433240,1757433240
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,21,619,1757433582,1757433582
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,22,989,1757433653,1757433653
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,23,7126,1757433707,1757433707
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,24,7115,1757433818,1757433818
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,25,7171,1757433861,1757433861
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,26,1195,1757433961,1757433961
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,27,1183,1757433970,1757433970
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,28,567,1757434036,1757434036
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,29,1231,1757434105,1757434105
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,30,1403,1757434115,1757434115
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,31,927,1757434135,1757434135
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,32,182,1757434144,1757434144
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,33,74,1757434172,1757434172
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,34,330,1757434201,1757434201
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,35,1011,1757434222,1757434222
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,36,480,1757434253,1757434253
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,37,117,1757434288,1757434288
6218565-84_R_95_8402_17:35-PROJET2025-84-Semaine-04,38,2851,1757434320,
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,0,1064,,1757434800
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,1,159,1757434858,1757434858
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,2,1398,1757434874,1757434874
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,3,933,1757434917,1757434917
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,4,970,1757434951,1757434951
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,5,1627,1757434977,1757434977
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,6,650,1757435013,1757435013
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,7,719,1757435039,1757435039
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,8,1401,1757435062,1757435062
5340976-72_A_50_7201_18:20-PROJET2024-72-Semaine-74,9,1142,1757435100,
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,2,800,1757429102,1757429102
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,3,509,1757429132,1757429132
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,4,525,1757429109,1757429109
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,5,712,,1757429276
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,6,363,1757429280,1757429280
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,7,708,1757429420,1757429420
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,8,709,,1757429459
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,9,937,1757429589,1757429589
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,10,1247,,1757429658
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,11,2988,1757429801,1757429801
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,12,326,1757429856,1757429856
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,13,304,,1757429951
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,14,479,1757430012,1757430012
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,15,1063,,1757430124
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,16,1349,,1757430247
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,17,1017,,1757430388
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,18,1297,,1757430522
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,19,458,1757430639,1757430639
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,20,457,1757430646,1757430646
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,21,48,1757430719,1757430719
6409641-57_R_99_5701_16:42-SETP2025-57-Semaine-06,22,986,1757430898,1757430898
